url	path	bytes	sha256	last_modified
https://cims.nyu.edu/~gromov/isoperimetry%20%20dec%202023/Isoperimery-Dec-14-2023.pdf	isoperimetry  dec 2023/Isoperimery-Dec-14-2023.pdf	2033427	0c47ff1cfea648bbf1d29669b2ad59cc372fe553a772d7d1f5e44e65d609f57d	Thu, 14 Dec 2023 17:41:46 GMT
https://cims.nyu.edu/~gromov/large%20dimensions%2014dec%202108.pdf	large dimensions 14dec 2108.pdf	3041026	818a2f2a825f3837a72d4d4f3eea460ff59a9d6bb3e71bed0244bbee444deac8	Fri, 14 Dec 2018 17:38:11 GMT
https://cims.nyu.edu/~gromov/lectures%20on%20Curvature%202025/%20Chern%20.pdf	lectures on Curvature 2025/ Chern .pdf	4977538	1872a3cf7bb00dc3a88d058da58746b908b746f43f1f33152c5f66a9ce8b8ca9	Fri, 15 Aug 2025 09:55:27 GMT
https://cims.nyu.edu/~gromov/lectures%20on%20Curvature%202025/%20Cubes%20Mean%20Values%20Designs.pdf	lectures on Curvature 2025/ Cubes Mean Values Designs.pdf	445077	9faae014fff389826b8bbcb6f05f5f0f2854171f43f28cf671524885ccdbc3ef	Wed, 03 Sep 2025 13:00:29 GMT
https://cims.nyu.edu/~gromov/lectures%20on%20Curvature%202025/-Gromov-%20scalar%20curvarture%20formulas%20.pdf	lectures on Curvature 2025/-Gromov- scalar curvarture formulas .pdf	549386	db9e62411abc44e8c1063924c5fb98e5f9f4f9815ba593d07782553e6f580bd7	Fri, 15 Aug 2025 10:39:55 GMT
https://cims.nyu.edu/~gromov/lectures%20on%20Curvature%202025/Expanding-Oct-13-2022-part%201.pdf	lectures on Curvature 2025/Expanding-Oct-13-2022-part 1.pdf	891120	a5599507f01633b7cec3a8358f54ef99b0d3f360da51a91fb45cdb3fa64936d3	Thu, 13 Oct 2022 19:33:19 GMT
https://cims.nyu.edu/~gromov/lectures%20on%20Curvature%202025/Formulas%5c&Di_erential%20Operators..pdf	lectures on Curvature 2025/Formulas\&Di_erential Operators..pdf	1403015	9caff12b4ec07d5007106346a6774268ad8b6f1cd2a604e63cb131f7cb13b8e3	Tue, 02 Dec 2025 16:18:28 GMT
https://cims.nyu.edu/~gromov/lectures%20on%20Curvature%202025/Hopf.pdf	lectures on Curvature 2025/Hopf.pdf	7485817	0cc01182795e021bc0c58a8a550b81ba7aa2d118d2b8885591fc616b5c6a3858	Wed, 20 Aug 2025 15:04:17 GMT
https://cims.nyu.edu/~gromov/lectures%20on%20Curvature%202025/PETRUNIN%20VERONESE%20.pdf	lectures on Curvature 2025/PETRUNIN VERONESE .pdf	141056	17f7941dca51524c1180c7c1bea3ac8af0d27620232b9f8427855e61f8ae9078	Fri, 15 Aug 2025 10:43:08 GMT
https://cims.nyu.edu/~gromov/lectures%20on%20Curvature%202025/Petrunin%20Tori.pdf	lectures on Curvature 2025/Petrunin Tori.pdf	156441	2991c1f3b47cfb683a469c19be8b746601b2ba530f0de794cc1b63f674ab171c	Fri, 15 Aug 2025 10:03:17 GMT
https://cims.nyu.edu/~gromov/lectures%20on%20Curvature%202025/Scalar%20formulas%20NY%20lectures%20Nov2025.pdf	lectures on Curvature 2025/Scalar formulas NY lectures Nov2025.pdf	800483	990f1895a8415a6cebee5f97fee64efcdd4b994d0230e8be757d278b6f95775e	Thu, 13 Nov 2025 17:34:50 GMT
https://cims.nyu.edu/~gromov/lectures%20on%20Curvature%202025/Scalar-Jul-8-2021.pdf	lectures on Curvature 2025/Scalar-Jul-8-2021.pdf	2867776	d6407f91b76df5f34a9cd14d45fdab54718c779056e09a34650dc6b07c51ca84	Thu, 08 Jul 2021 15:15:34 GMT
https://cims.nyu.edu/~gromov/lectures%20on%20Curvature%202025/Sign%20and%20geometric%20meaning%20of%20curvature.pdf	lectures on Curvature 2025/Sign and geometric meaning of curvature.pdf	5261977	9c632cbb7cff92b1b0506d2b50c2db82e4dd35dcf48b8b92258b80cb6b118713	Thu, 23 Oct 2025 15:24:53 GMT
https://cims.nyu.edu/~gromov/lectures%20on%20Curvature%202025/curvature-immersion-%20NY%20Oct2-2025.pdf	lectures on Curvature 2025/curvature-immersion- NY Oct2-2025.pdf	1542590	27448e62f33329a46a7129933f15caa0786d1bfe37508dac1973cf0482c90ca0	Thu, 02 Oct 2025 16:31:58 GMT
https://cims.nyu.edu/~gromov/lectures%20on%20Curvature%202025/donaldson.pdf	lectures on Curvature 2025/donaldson.pdf	174473	117a9f513e5ab36cbf4da15337f9a3082486530a8c913821ea142854bcf567b1	Fri, 15 Aug 2025 10:06:13 GMT
https://cims.nyu.edu/~gromov/lectures%20on%20Curvature%202025/lecture%20NY%20oct%207%20225.pdf	lectures on Curvature 2025/lecture NY oct 7 225.pdf	634873	3135e04a21d251cbf5171b52e9a2ab1de36d7d79408fb9d63f9659c2ff7af2e7	Tue, 07 Oct 2025 17:16:07 GMT
https://cims.nyu.edu/~gromov/lectures%20on%20Curvature%202025/minimal%20curvature%20of%20an%20immersion.pdf	lectures on Curvature 2025/minimal curvature of an immersion.pdf	537344	288538b1920bc8ce802f89ef8fefe7a1e834729c0b97accd847541515932626d	Thu, 13 Oct 2022 13:20:23 GMT
https://cims.nyu.edu/~gromov/lectures%20on%20Curvature%202025/riemann_curvature%20oct14..pdf	lectures on Curvature 2025/riemann_curvature oct14..pdf	950230	2c846103c0c66b56868d141015086de8f8edf15d0e415c70445399dcccf3f090	Tue, 14 Oct 2025 15:17:24 GMT
https://cims.nyu.edu/~gromov/manifolds-Poincare-Oct1-10.pdf	manifolds-Poincare-Oct1-10.pdf	786044	a65356ec778d3dbb55a0607c461b09bb0315c63f30134ee2e6adbba91649b842	Mon, 17 Mar 2014 10:08:11 GMT
https://cims.nyu.edu/~gromov/mathematic%20of%20mental%20processes./Learning%20Language-sections%201.1-1.9%20and%202.1.pdf	mathematic of mental processes./Learning Language-sections 1.1-1.9 and 2.1.pdf	2091487	8f39bfbc1467884194dcc0b39ae99941cd5553ed485de6cd23bdcabb6f369ff9	Mon, 02 Mar 2020 10:20:15 GMT
https://cims.nyu.edu/~gromov/mathematic%20of%20mental%20processes./Math%20Currents%20in%20the%20Brain.pdf	mathematic of mental processes./Math Currents in the Brain.pdf	1864368	ea2f481a46ae624e2a455dcb6e89709eb3552ba85602f37bbd57bc764ae8cae3	Wed, 22 Apr 2015 20:05:50 GMT
https://cims.nyu.edu/~gromov/mathematic%20of%20mental%20processes./Quotations%20and%20Ideas.pdf	mathematic of mental processes./Quotations and Ideas.pdf	7962782	20b7456f3fb145f18b8372ac80e6cbd2e4c468bac9085b182d2013e4c551dbe1	Sun, 15 May 2016 08:09:34 GMT
https://cims.nyu.edu/~gromov/mathematic%20of%20mental%20processes./ergo-new-21-apr-2015%20copy.pdf	mathematic of mental processes./ergo-new-21-apr-2015 copy.pdf	9604012	af4d3bdad4c3289c658fc12796cfc06348c8250f8695c06e6cf67acf5ae04c54	Wed, 10 Dec 2025 19:22:12 GMT
https://cims.nyu.edu/~gromov/mathematic%20of%20mental%20processes./ergobrain-web-june2013%20copy.pdf	mathematic of mental processes./ergobrain-web-june2013 copy.pdf	12391453	972b9a3269adcba6ada966bd48286efae82f1a6b6c18857084422309fbccd5e1	Wed, 10 Dec 2025 19:25:57 GMT
https://cims.nyu.edu/~gromov/mathematic%20of%20mental%20processes./ergodictionary.pdf	mathematic of mental processes./ergodictionary.pdf	754269	f6c512920094122ce30b150dec0539139fb2a919b849d7505c2e8c8b0b22d579	Sun, 25 Jan 2015 16:00:12 GMT
https://cims.nyu.edu/~gromov/mathematic%20of%20mental%20processes./mathematicals%20models%20of%20%22understanding%22pdf	mathematic of mental processes./mathematicals models of "understanding"pdf	4250384	e3fa8279142fcc25c79332f8f087ee495fdb8c89762b5a56da031ad15593b86f	Wed, 08 Oct 2025 16:39:00 GMT
https://cims.nyu.edu/~gromov/mathematic%20of%20mental%20processes./memorandum%20ergo.pdf	mathematic of mental processes./memorandum ergo.pdf	12142822	e6f2c055984c8ff17cf99f787b2730da7d3b4e5f9172a623ffae50fce90465ae	Thu, 23 Nov 2017 22:48:22 GMT
https://cims.nyu.edu/~gromov/probability%202022-23/CIMS%20Cubes%20to%20Cubes.pdf	probability 2022-23/CIMS Cubes to Cubes.pdf	445077	9faae014fff389826b8bbcb6f05f5f0f2854171f43f28cf671524885ccdbc3ef	Sat, 22 Oct 2022 15:25:27 GMT
https://cims.nyu.edu/~gromov/probability%202022-23/CIMS%20Probablity&topology%20%20Fall%20%202022.pdf	probability 2022-23/CIMS Probablity&topology  Fall  2022.pdf	192389	626b2d92125f271b97ec520ae79ad93642dd618ef035c452e83cfdc520483456	Mon, 26 Sep 2022 00:35:29 GMT
https://cims.nyu.edu/~gromov/probability%202022-23/CIMS%20Probablity&topology2.pdf	probability 2022-23/CIMS Probablity&topology2.pdf	1604806	5a6c7ab48b9ed6cadfc176d4d649881acb84fed010fed8d448ccfc930f609f74	Wed, 05 Oct 2022 13:27:36 GMT
https://cims.nyu.edu/~gromov/probability%202022-23/CIMS%20Revision%201%20_.pdf	probability 2022-23/CIMS Revision 1 _.pdf	445551	1585568c1046d816b1b816c6c0f59c7306acca1d6eb45ca3f3abb15b2669f8fd	Mon, 17 Oct 2022 12:54:12 GMT
https://cims.nyu.edu/~gromov/probability%202022-23/CIMS%20isoperimetryetc.pdf	probability 2022-23/CIMS isoperimetryetc.pdf	0		
https://cims.nyu.edu/~gromov/probability%202022-23/CIMS%20lecture1Probablity&topology.pdf	probability 2022-23/CIMS lecture1Probablity&topology.pdf	192415	49a42f69dc52890dd81b17d008b760931e0ef31c43fd97f89dd8a4157ae94a24	Wed, 28 Sep 2022 15:00:00 GMT
https://cims.nyu.edu/~gromov/probability%202022-23/CIMS%20lecture2+1:2%20.pdf	probability 2022-23/CIMS lecture2+1:2 .pdf	426182	300ffc6601e3fa21a3cbf68c94e291906ab020378339dc06ccc845349c858c31	Wed, 05 Oct 2022 17:43:26 GMT
https://cims.nyu.edu/~gromov/probability%202022-23/CIMS%20lecure2.pdf	probability 2022-23/CIMS lecure2.pdf	68647	f1ea739612250ad1b555aa3ace89cb54b9c4963dbdf06291f8b487ad5931509f	Wed, 21 Sep 2022 13:03:58 GMT
https://cims.nyu.edu/~gromov/probability%202022-23/CIMS.pdf	probability 2022-23/CIMS.pdf	197584	797a7082192bd40f51fb20fb8e93286f38cc73346541e955a94ff7fe984ea16e	Wed, 12 Oct 2022 18:16:31 GMT
https://cims.nyu.edu/~gromov/probability%202022-23/CIMSBorsukUlam1.pdf	probability 2022-23/CIMSBorsukUlam1.pdf	321064	62f7eafc1e0a68e8b752d65538e059aebd3238b98a124c3b710ac3baed0b5bcc	Fri, 21 Oct 2022 20:28:09 GMT
https://cims.nyu.edu/~gromov/probability%202022-23/NY2023/Isoperimery-Dec%206%202023.pdf	probability 2022-23/NY2023/Isoperimery-Dec 6 2023.pdf	1935931	937fabc09910ddd0264937517cd9741851f372dea40caf0b04d3976208944bd9	Thu, 07 Dec 2023 01:40:38 GMT
https://cims.nyu.edu/~gromov/probability%202022-23/NY2023/NASH--2023-OCT%201.pdf	probability 2022-23/NY2023/NASH--2023-OCT 1.pdf	5148092	b7821852c1110b496a45300a332d270a3bf782409f0838042a5744ff8ff30a91	Mon, 02 Oct 2023 22:06:30 GMT
https://cims.nyu.edu/~gromov/probability%202022-23/NY2023/nash-Dec-2015.pdf	probability 2022-23/NY2023/nash-Dec-2015.pdf	1077105	9c862d95bfac665498083479d193d386aa38c789b3dce737dfd0dc76b69cc00e	Mon, 13 Nov 2023 19:41:38 GMT
https://cims.nyu.edu/~gromov/probability%202022-23/NY2023/nash.png	probability 2022-23/NY2023/nash.png	0		
https://cims.nyu.edu/~gromov/probability%202022-23/Pascal_%20%20%20%202022.pdf	probability 2022-23/Pascal_    2022.pdf	65472	6bcf1e2ad7428ec441bba3d24974bd830ab997b3abcc9e4dc26f7389b93603bf	Wed, 21 Sep 2022 13:14:23 GMT
https://cims.nyu.edu/~gromov/probability%202022-23/Probablity&topology%20%20Fall%20%202022.pdf	probability 2022-23/Probablity&topology  Fall  2022.pdf	192389	626b2d92125f271b97ec520ae79ad93642dd618ef035c452e83cfdc520483456	Mon, 26 Sep 2022 00:35:29 GMT
https://cims.nyu.edu/~gromov/probability%202022-23/Probablity&topology.tex	probability 2022-23/Probablity&topology.tex	0		
https://cims.nyu.edu/~gromov/probability%202022-23/alternative%20probabilities%202018%202.pdf	probability 2022-23/alternative probabilities 2018 2.pdf	469506	e32174b8ed821928c765887f11b31604fd2faa1d8e3e64ee96c3a2eca4659a20	Tue, 20 Sep 2022 18:52:49 GMT
https://cims.nyu.edu/~gromov/probability%202022-23/alternative%20probabilities%202018.pdf	probability 2022-23/alternative probabilities 2018.pdf	453082	c67845b263998b745a27099bb50c8ae3a32e23673527ef91a8d380b7f452e1cd	Sun, 08 Apr 2018 11:54:08 GMT
https://cims.nyu.edu/~gromov/probability%202022-23/entropy%20Nov%202022.pdf	probability 2022-23/entropy Nov 2022.pdf	549108	a783449a7eb27ed4286b45fd9d41a89ff3cfba5807ee87e2fa28420dd8240a11	Tue, 15 Nov 2022 21:30:58 GMT
https://cims.nyu.edu/~gromov/probability%202022-23/lectures%20IprobHES%20May%202022.pdf	probability 2022-23/lectures IprobHES May 2022.pdf	2544980	6089ab108d4241c622bc3bb848bc64bcd708bf101f5112fb42a37c48443df290	Tue, 20 Sep 2022 18:56:21 GMT
https://cims.nyu.edu/~gromov/probability%202022-23/manifolds%20poincare-june25.pdf	probability 2022-23/manifolds poincare-june25.pdf	655057	e415ba707a6b0b4ea29bb3543d19cedd7bada5db99b62a381d9756f762724182	Tue, 20 Sep 2022 19:01:39 GMT
https://cims.nyu.edu/~gromov/probability%202022-23/probability%20Lecture%20in%20Paris,%20Nov-2014.pdf	probability 2022-23/probability Lecture in Paris, Nov-2014.pdf	948269	d83418f42b6faadb23fb68e7bcd6b5b6cdb44255d707d62816b2cac22fe295ea	Fri, 23 Mar 2018 11:11:58 GMT
https://cims.nyu.edu/~gromov/probability%202022-23/probability:topology%20apr2022.pdf	probability 2022-23/probability:topology apr2022.pdf	1055978	757ffcde08651e3ae9e579d2a0811781078570dd46463dffad062a0723f7d966	Thu, 21 Apr 2022 09:27:04 GMT
https://cims.nyu.edu/~gromov/probability%202022-23/seim-zas.pdf	probability 2022-23/seim-zas.pdf	451078	7104d90d6f9ab7d700bcfecbf3d36e0a70ec2f557cda2620cf05ccf2c878131e	Sun, 16 Oct 2022 19:08:55 GMT
https://cims.nyu.edu/~gromov/proteins-crystals-isoperimetry.pdf	proteins-crystals-isoperimetry.pdf	2252922	e5a172b8710f89f0631f2384e02a58de87561b23e8ddf09dcb883fa2d49636d0	Mon, 17 Mar 2014 10:08:08 GMT
https://cims.nyu.edu/~gromov/search%20for%20a%20structre-entropy.pdf	search for a structre-entropy.pdf	417872	5bc9ef33d51b0760d040a5128407b844ef423eef87849ae82802a9d6efcc7eb6	Tue, 09 Oct 2018 23:04:14 GMT
https://cims.nyu.edu/~gromov/trees%20Cartie.pdf	trees Cartie.pdf	6937942	04b54bd7e931ba25c4cd7e88d4cb003a12aad2b419d6dd62130a132321d63986	Tue, 02 Apr 2019 06:28:49 GMT
